"scenario","revision","run","temperature","cold_verification","timestamp_utc","endpoint","duration_ms","status","result_count","request_id","client_api_residual_ms","api_to_ml_ms","api_ml_transport_ms","ml_model_wait_ms","ml_embedding_ms","ml_db_connect_ms","ml_db_query_ms","ml_rerank_ms","ml_total_ms","gemini_ms","ml_model_load_ms","error_type"
"before-online-resolution","benefit-api-pl2b-8577c94","1","cold_candidate","pending_revision_log","2026-07-21T13:25:53.4541843+00:00","/api/policies/recommend","35328.073","200","5","1cf6f188-c686-4627-b258-a4547f7fa4f3","837.8499999999985","34490.223","1081.741","26097.431","5168.575","1156.977","984.802","0","33408.482",,"1179855.962",
"before-online-resolution","benefit-api-pl2b-8577c94","2","warm","not_applicable","2026-07-21T13:25:54.2298574+00:00","/api/policies/recommend","770.279","200","5","e806d32c-e4f5-4170-b0f3-de390cc23da5","35.01800000000003","735.261","19.592","0.011","55.591","432.334","227.077","0","715.669",,"1179855.962",
