"scenario","revision","run","temperature","cold_verification","timestamp_utc","endpoint","duration_ms","status","result_count","request_id","client_api_residual_ms","api_to_ml_ms","api_ml_transport_ms","ml_model_wait_ms","ml_embedding_ms","ml_db_connect_ms","ml_db_query_ms","ml_rerank_ms","ml_total_ms","gemini_ms","ml_model_load_ms","error_type"
"after_gemini_warm","benefit-api-pl2a-0ba0aa4","1","warm","not_applicable","2026-07-21T19:36:03.3990417+00:00","/api/ask","1962.872","200","5","f8531c81-9b89-4919-bdf1-d1fce3217118","201.81500000000005","748.998","22.927","0.013","56.808","437.259","231.288","0","726.071","1012.059","23092.88",
"after_gemini_warm","benefit-api-pl2a-0ba0aa4","2","warm","not_applicable","2026-07-21T19:36:05.0417671+00:00","/api/ask","1636.719","200","5","97e9bde8-6773-48e3-81f6-daa11734011b","28.505999999999858","778.892","17.455","0.01","72.677","446.7","241.371","0","761.437","829.321","23092.88",
